x,y,bloque,grupo,zona,OBJECTID_12,p_eucalipto,p_frondosa,p_pino
552191.5,4671446.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0655,0.0011,0.9334
552031.5,4671515.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0661,0.1423,0.7916
552086.5,4671147.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0398,0.1767,0.7835
552078.5,4671513.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.1286,0.0144,0.857
552419.5,4671027.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.007,0.1087,0.8844
552791.5,4671034.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0072,0.0314,0.9614
552220.5,4671228.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.4762,0.0222,0.5016
552561.5,4671095.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0061,0.0224,0.9716
552111.5,4671405.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0661,0.1314,0.8025
552125.5,4671130.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0691,0.2336,0.6973
552405.5,4671011.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0831,0.0252,0.8917
552219.5,4671297.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.202,0.0062,0.7918
552101.5,4671405.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.017,0.0377,0.9454
552639.5,4671351.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0135,0.0075,0.979
552468.5,4671060.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0868,0.1285,0.7847
552564.5,4671207.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0046,0.0142,0.9812
552220.5,4671906.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86483,0.0757,0.0835,0.8408
552910.5,4671207.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0101,0.0121,0.9778
552586.5,4671375.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0009,0.004,0.995
552895.5,4671162.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.1944,0.0266,0.779
552529.5,4671055.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0254,0.0029,0.9716
552097.5,4671462.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.3461,0.0935,0.5604
552565.5,4671146.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0059,0.0023,0.9919
552883.5,4671122.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0125,0.0215,0.9661
552537.5,4671226.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0199,0.0171,0.9631
552106.5,4671310.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.132,0.4567,0.4113
552512.5,4671378.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0055,0.0004,0.9941
552513.5,4671292.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0186,0.0631,0.9183
552830.5,4671090.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0444,0.1145,0.8411
552033.5,4671421.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.1794,0.0675,0.7531
552866.5,4671089.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0139,0.0064,0.9797
552566.5,4671928.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86483,0.2564,0.513,0.2306
552568.5,4671188.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0077,0.0854,0.9069
552252.5,4671070.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0839,0.2608,0.6553
552158.5,4671315.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0689,0.0051,0.926
552568.5,4671421.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0327,0.0164,0.9509
552493.5,4671127.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0869,0.0088,0.9043
552213.5,4671230.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0578,0.0133,0.9289
552807.5,4671160.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0185,0.0856,0.8959
552010.5,4671631.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0278,0.0094,0.9627
552187.5,4671269.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.099,0.1529,0.7481
552144.5,4671393.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0108,0.001,0.9882
552772.5,4671114.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0132,0.0181,0.9687
552622.5,4671306.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0028,0.0096,0.9876
552604.5,4671455.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.004,0.043,0.9531
552567.5,4671299.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0085,0.0456,0.9459
552017.5,4671345.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.1416,0.0373,0.821
552461.5,4671109.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0556,0.0889,0.8555
552021.5,4671419.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.1145,0.0311,0.8544
552081.5,4671507.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.046,0.0017,0.9524
552015.5,4671499.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0217,0.0305,0.9478
552222.5,4671189.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0979,0.6843,0.2177
552158.5,4671190.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0095,0.0499,0.9405
552057.5,4671043.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0526,0.151,0.7964
552567.5,4671446.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.021,0.0143,0.9648
552634.5,4671363.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0147,0.0143,0.971
552611.5,4671340.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0172,0.0056,0.9773
552833.5,4671077.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0193,0.0167,0.964
552036.5,4671272.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0952,0.174,0.7308
552019.5,4671133.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0654,0.6223,0.3123
552496.5,4671219.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0121,0.0647,0.9232
552584.5,4671464.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0033,0.0069,0.9898
552859.5,4671072.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0046,0.0111,0.9843
552035.5,4671713.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0156,0.006,0.9784
552534.5,4671449.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0055,0.0305,0.964
552180.5,4671161.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0996,0.1153,0.7851
552196.5,4671205.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0706,0.3329,0.5965
552037.5,4671632.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.2702,0.1482,0.5816
552592.5,4671375.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0012,0.028,0.9707
552273.5,4671282.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0313,0.0065,0.9622
552802.5,4671133.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0013,0.0014,0.9973
552122.5,4671519.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0108,0.0014,0.9879
552107.5,4671518.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0698,0.5545,0.3756
552556.5,4671244.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0155,0.0138,0.9707
552502.5,4671280.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0055,0.0027,0.9917
552027.5,4671385.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.1055,0.7763,0.1182
552466.5,4671034.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0328,0.0404,0.9268
552484.5,4671013.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0877,0.0502,0.8621
552530.5,4671022.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0079,0.0067,0.9854
552427.5,4671859.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86483,0.7267,0.1223,0.151
552482.5,4671912.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86483,0.4549,0.0111,0.5341
552263.5,4671136.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0334,0.2737,0.6928
552578.5,4671372.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0013,0.0069,0.9918
552019.5,4671407.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.038,0.0285,0.9335
552038.5,4671542.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.2897,0.0078,0.7025
552074.5,4671670.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.2164,0.2611,0.5225
552835.5,4671119.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0086,0.0081,0.9833
552813.5,4671039.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0034,0.0033,0.9933
552606.5,4671298.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0084,0.0017,0.9899
552179.5,4671208.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0089,0.2902,0.7009
552140.5,4671471.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0355,0.0534,0.9111
552222.5,4671170.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0408,0.1223,0.8369
552125.5,4671363.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0069,0.003,0.9901
552183.5,4671279.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0384,0.0611,0.9005
552259.5,4671100.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0644,0.1263,0.8093
552851.5,4671195.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.11,0.0702,0.8198
552886.5,4671176.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0047,0.0028,0.9924
552120.5,4671397.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0068,0.0146,0.9786
552504.5,4671017.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.1421,0.0059,0.8521
552223.5,4671180.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.1394,0.4089,0.4517
552291.5,4671330.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0255,0.0147,0.9599
552244.5,4671216.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0429,0.0873,0.8698
552214.5,4671101.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0828,0.2373,0.6799
552816.5,4671162.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.008,0.0119,0.9801
552914.5,4671053.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.2992,0.0732,0.6275
552759.5,4671060.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0016,0.0035,0.9949
552028.5,4671655.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0913,0.2184,0.6903
552848.5,4671184.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0118,0.032,0.9562
552050.5,4671691.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0231,0.0622,0.9147
552925.5,4671091.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0319,0.0475,0.9206
552010.5,4671622.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0351,0.0116,0.9533
552407.5,4671902.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86483,0.1294,0.0013,0.8693
552193.5,4671281.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0297,0.0213,0.949
552557.5,4671296.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0061,0.0082,0.9857
552522.5,4671410.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0012,0.0005,0.9983
552591.5,4671441.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.1503,0.1224,0.7273
552591.5,4671463.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0088,0.0158,0.9754
552192.5,4671210.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0218,0.6223,0.3559
552596.5,4671457.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0049,0.076,0.9191
552821.5,4671011.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0085,0.0037,0.9878
552006.5,4671568.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.3024,0.1461,0.5514
552012.5,4671735.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.1088,0.0074,0.8838
552137.5,4671457.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0113,0.0252,0.9634
552561.5,4671171.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0161,0.0072,0.9767
552494.5,4671316.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0325,0.2472,0.7203
552078.5,4671393.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0129,0.0438,0.9433
552012.5,4671509.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0206,0.0156,0.9638
552903.5,4671183.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0069,0.0037,0.9894
552257.5,4671066.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0163,0.8275,0.1563
552008.5,4671500.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.1029,0.0647,0.8324
552166.5,4671486.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.1133,0.065,0.8217
552884.5,4671214.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0094,0.0038,0.9868
552458.5,4671159.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0152,0.0092,0.9756
552504.5,4671072.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0308,0.2295,0.7397
552866.5,4671173.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0242,0.0486,0.9272
552060.5,4671479.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0482,0.0142,0.9376
552618.5,4671332.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0321,0.0059,0.962
552064.5,4671017.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0298,0.0113,0.9589
552544.5,4671139.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0226,0.0766,0.9008
552019.5,4671306.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0159,0.0154,0.9687
552497.5,4671028.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0138,0.0367,0.9494
552584.5,4671304.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0144,0.0154,0.9702
552640.5,4671357.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0104,0.0146,0.975
552553.5,4671010.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0092,0.0034,0.9873
552910.5,4671052.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.5363,0.0137,0.45
552527.5,4671277.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0092,0.0131,0.9777
552030.5,4671046.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.3776,0.0196,0.6028
552867.5,4671012.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0073,0.0336,0.9591
552521.5,4671360.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0083,0.0018,0.9899
552055.5,4671612.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.1816,0.0125,0.8059
552207.5,4671040.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0088,0.2384,0.7528
552111.5,4671426.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0236,0.0073,0.9691
552509.5,4671285.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0282,0.0435,0.9283
552536.5,4671368.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0157,0.0071,0.9772
552134.5,4671408.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0074,0.0046,0.988
552460.5,4671164.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0102,0.0053,0.9845
552140.5,4671275.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0656,0.0205,0.9139
552104.5,4671446.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0197,0.0645,0.9158
552229.5,4671086.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0271,0.0156,0.9573
552815.5,4671092.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.003,0.0147,0.9823
552170.5,4671039.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0927,0.1348,0.7725
552005.5,4671031.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0386,0.0701,0.8913
552237.5,4671247.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0496,0.0143,0.9362
552046.5,4671375.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0235,0.0134,0.9631
552172.5,4671428.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0059,0.0084,0.9856
552586.5,4671992.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86483,0.5068,0.0127,0.4805
552147.5,4671129.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0574,0.1987,0.7439
552319.5,4671348.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0162,0.0092,0.9745
552268.5,4671288.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0695,0.0088,0.9217
552058.5,4671412.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0382,0.0192,0.9425
552195.5,4671113.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.058,0.0169,0.9251
552527.5,4671023.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0046,0.0059,0.9896
552493.5,4671372.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0147,0.002,0.9834
552424.5,4671035.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0157,0.0766,0.9076
552051.5,4671699.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0206,0.1369,0.8425
552149.5,4671179.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0691,0.0463,0.8847
552529.5,4671291.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0039,0.0094,0.9867
552917.5,4671135.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86484,0.0189,0.0036,0.9775
552127.5,4671382.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86490,0.0032,0.0533,0.9435
552234.5,4671893.5,PNOA-2024-GAL-552-4672-H29-NPC01,pino,110_934,86483,0.1459,0.051,0.8031
552616.5,4672014.5,PNOA-2024-GAL-552-4673-H29-NPC01,pino,110_934,86483,0.8941,0.0135,0.0924
552089.5,4672914.5,PNOA-2024-GAL-552-4673-H29-NPC01,pino,110_934,86571,0.0093,0.0018,0.9889
552584.5,4672026.5,PNOA-2024-GAL-552-4673-H29-NPC01,pino,110_934,86483,0.0349,0.008,0.9571
552025.5,4672770.5,PNOA-2024-GAL-552-4673-H29-NPC01,pino,110_934,86571,0.035,0.104,0.861
552029.5,4672818.5,PNOA-2024-GAL-552-4673-H29-NPC01,pino,110_934,86571,0.0039,0.0098,0.9863
552633.5,4672040.5,PNOA-2024-GAL-552-4673-H29-NPC01,pino,110_934,86483,0.1092,0.007,0.8838
552019.5,4672866.5,PNOA-2024-GAL-552-4673-H29-NPC01,pino,110_934,86571,0.0093,0.0036,0.9871
552043.5,4672925.5,PNOA-2024-GAL-552-4673-H29-NPC01,pino,110_934,86571,0.0275,0.0142,0.9584
552014.5,4672982.5,PNOA-2024-GAL-552-4673-H29-NPC01,pino,110_934,86571,0.0085,0.0118,0.9797
552065.5,4672857.5,PNOA-2024-GAL-552-4673-H29-NPC01,pino,110_934,86571,0.0084,0.0413,0.9503
552109.5,4672950.5,PNOA-2024-GAL-552-4673-H29-NPC01,pino,110_934,86571,0.0161,0.0248,0.9591
552416.5,4672016.5,PNOA-2024-GAL-552-4673-H29-NPC01,pino,110_934,86483,0.4985,0.0045,0.497
552587.5,4672033.5,PNOA-2024-GAL-552-4673-H29-NPC01,pino,110_934,86483,0.7396,0.0099,0.2505
552062.5,4672926.5,PNOA-2024-GAL-552-4673-H29-NPC01,pino,110_934,86571,0.0025,0.0021,0.9954
552128.5,4672962.5,PNOA-2024-GAL-552-4673-H29-NPC01,pino,110_934,86571,0.0273,0.0159,0.9568
552026.5,4672853.5,PNOA-2024-GAL-552-4673-H29-NPC01,pino,110_934,86571,0.0359,0.0409,0.9233
552627.5,4672019.5,PNOA-2024-GAL-552-4673-H29-NPC01,pino,110_934,86483,0.2675,0.0421,0.6904
552075.5,4672954.5,PNOA-2024-GAL-552-4673-H29-NPC01,pino,110_934,86571,0.004,0.0028,0.9932
552048.5,4672967.5,PNOA-2024-GAL-552-4673-H29-NPC01,pino,110_934,86571,0.0314,0.0061,0.9625
552025.5,4673120.5,PNOA-2024-GAL-552-4674-H29-NPC01,pino,110_934,86571,0.0075,0.0816,0.9108
552383.5,4673784.5,PNOA-2024-GAL-552-4674-H29-NPC01,pino,110_934,86644,0.1098,0.0264,0.8637
552075.5,4673986.5,PNOA-2024-GAL-552-4674-H29-NPC01,pino,110_934,86644,0.0861,0.008,0.9059
552129.5,4673739.5,PNOA-2024-GAL-552-4674-H29-NPC01,pino,110_934,86644,0.0143,0.0028,0.9829
552318.5,4673732.5,PNOA-2024-GAL-552-4674-H29-NPC01,pino,110_934,86644,0.013,0.005,0.982
552152.5,4673674.5,PNOA-2024-GAL-552-4674-H29-NPC01,pino,110_934,86644,0.0025,0.0017,0.9957
552162.5,4673090.5,PNOA-2024-GAL-552-4674-H29-NPC01,pino,110_934,86571,0.024,0.0206,0.9554
552267.5,4673718.5,PNOA-2024-GAL-552-4674-H29-NPC01,pino,110_934,86644,0.0246,0.0064,0.9691
552094.5,4673948.5,PNOA-2024-GAL-552-4674-H29-NPC01,pino,110_934,86644,0.0455,0.0248,0.9298
552073.5,4673094.5,PNOA-2024-GAL-552-4674-H29-NPC01,pino,110_934,86571,0.01,0.0355,0.9546
552217.5,4673711.5,PNOA-2024-GAL-552-4674-H29-NPC01,pino,110_934,86644,0.0583,0.0119,0.9298
552122.5,4673710.5,PNOA-2024-GAL-552-4674-H29-NPC01,pino,110_934,86644,0.0017,0.0008,0.9976
552107.5,4673904.5,PNOA-2024-GAL-552-4674-H29-NPC01,pino,110_934,86644,0.0295,0.0933,0.8772
552095.5,4673065.5,PNOA-2024-GAL-552-4674-H29-NPC01,pino,110_934,86571,0.003,0.0099,0.9871
552163.5,4673066.5,PNOA-2024-GAL-552-4674-H29-NPC01,pino,110_934,86571,0.0075,0.029,0.9635
552081.5,4673918.5,PNOA-2024-GAL-552-4674-H29-NPC01,pino,110_934,86644,0.0101,0.0063,0.9836
552066.5,4673761.5,PNOA-2024-GAL-552-4674-H29-NPC01,pino,110_934,86644,0.0083,0.0317,0.96
552363.5,4673741.5,PNOA-2024-GAL-552-4674-H29-NPC01,pino,110_934,86644,0.0014,0.0014,0.9971
552029.5,4673948.5,PNOA-2024-GAL-552-4674-H29-NPC01,pino,110_934,86644,0.0109,0.0471,0.9421
552026.5,4673027.5,PNOA-2024-GAL-552-4674-H29-NPC01,pino,110_934,86571,0.0062,0.0089,0.9849
552068.5,4673040.5,PNOA-2024-GAL-552-4674-H29-NPC01,pino,110_934,86571,0.0025,0.0028,0.9947
552093.5,4673767.5,PNOA-2024-GAL-552-4674-H29-NPC01,pino,110_934,86644,0.0093,0.1214,0.8692
552170.5,4673733.5,PNOA-2024-GAL-552-4674-H29-NPC01,pino,110_934,86644,0.0041,0.0022,0.9937
552088.5,4673926.5,PNOA-2024-GAL-552-4674-H29-NPC01,pino,110_934,86644,0.0048,0.0242,0.9711
552025.5,4673102.5,PNOA-2024-GAL-552-4674-H29-NPC01,pino,110_934,86571,0.0021,0.0238,0.9741
552390.5,4673753.5,PNOA-2024-GAL-552-4674-H29-NPC01,pino,110_934,86644,0.0854,0.009,0.9056
552082.5,4673949.5,PNOA-2024-GAL-552-4674-H29-NPC01,pino,110_934,86644,0.0578,0.0495,0.8927
552029.5,4673754.5,PNOA-2024-GAL-552-4674-H29-NPC01,pino,110_934,86644,0.0058,0.0031,0.9911
552194.5,4673036.5,PNOA-2024-GAL-552-4674-H29-NPC01,pino,110_934,86571,0.1652,0.0399,0.7949
552255.5,4673790.5,PNOA-2024-GAL-552-4674-H29-NPC01,pino,110_934,86644,0.0049,0.0018,0.9933
