x,y,h_max,h_media,area_m2,bloque,OBJECTID_12,grupo,zona
550987.5,4676759.5,29.37,27.66,31,PNOA-2024-GAL-550-4677-H29-NPC01,86557,eucalipto,110_935
555629.5,4663522.5,6.71,6.16,6,PNOA-2024-GAL-555-4664-H29-NPC01,85242,eucalipto,111_932
565434.5,4669595.5,16.42,13.36,50,PNOA-2024-GAL-565-4670-H29-NPC01,86418,eucalipto,113_933
561381.5,4668536.5,27.37,23.04,252,PNOA-2024-GAL-561-4669-H29-NPC01,86540,eucalipto,112_933
558977.5,4663747.5,6.96,6.2,23,PNOA-2024-GAL-558-4664-H29-NPC01,85223,eucalipto,111_932
559860.5,4665016.5,7.26,6.12,75,PNOA-2024-GAL-559-4666-H29-NPC01,85223,eucalipto,111_933
550772.5,4676981.5,21.64,18.7,18,PNOA-2024-GAL-550-4677-H29-NPC01,86557,eucalipto,110_935
559454.5,4663756.5,25.47,18.71,74,PNOA-2024-GAL-559-4664-H29-NPC01,85223,eucalipto,111_932
552721.5,4674612.5,17.74,15.79,49,PNOA-2024-GAL-552-4675-H29-NPC01,86603,eucalipto,110_934
550667.5,4678582.5,33.99,27.53,90,PNOA-2024-GAL-550-4679-H29-NPC01,86592,eucalipto,110_935
559131.5,4664533.5,6.72,6.02,25,PNOA-2024-GAL-559-4665-H29-NPC01,85223,eucalipto,111_932
557478.5,4665949.5,16.16,13.39,76,PNOA-2024-GAL-557-4666-H29-NPC01,85257,eucalipto,111_933
555605.5,4663938.5,20.24,12.97,187,PNOA-2024-GAL-555-4664-H29-NPC01,85242,eucalipto,111_932
557053.5,4664739.5,20.82,13.07,101,PNOA-2024-GAL-557-4665-H29-NPC01,85243,eucalipto,111_932
566515.5,4670044.5,13.06,9.77,30,PNOA-2024-GAL-566-4671-H29-NPC01,86424,eucalipto,113_934
558823.5,4664365.5,12.44,8.95,110,PNOA-2024-GAL-558-4665-H29-NPC01,85223,eucalipto,111_932
551485.5,4678475.5,17.52,14.58,41,PNOA-2024-GAL-551-4679-H29-NPC01,86551,eucalipto,110_935
559387.5,4663750.5,13.38,9.04,128,PNOA-2024-GAL-559-4664-H29-NPC01,85223,eucalipto,111_932
558937.5,4665374.5,18.54,15.12,40,PNOA-2024-GAL-558-4666-H29-NPC01,86703,eucalipto,111_933
551445.5,4678834.5,27.26,13.49,420,PNOA-2024-GAL-551-4679-H29-NPC01,86510,eucalipto,110_935
551950.5,4678876.5,21.09,12.17,30,PNOA-2024-GAL-551-4679-H29-NPC01,86510,eucalipto,110_935
553000.5,4679571.5,17.02,12.87,33,PNOA-2024-GAL-553-4680-H29-NPC01,86512,eucalipto,110_935
565501.5,4672990.5,12.75,9.28,48,PNOA-2024-GAL-565-4673-H29-NPC01,86438,eucalipto,113_934
558942.5,4665615.5,18.19,15.79,76,PNOA-2024-GAL-558-4666-H29-NPC01,86703,eucalipto,111_933
565292.5,4667796.5,30.07,27.16,82,PNOA-2024-GAL-565-4668-H29-NPC01,85222,eucalipto,113_933
551403.5,4676987.5,28.43,22.14,76,PNOA-2024-GAL-551-4677-H29-NPC01,86557,eucalipto,110_935
548855.5,4680980.5,29.73,21.89,81,PNOA-2024-GAL-548-4681-H29-NPC01,95546,eucalipto,109_936
559542.5,4664068.5,21.99,16.91,62,PNOA-2024-GAL-559-4665-H29-NPC01,85223,eucalipto,111_932
549333.5,4680632.5,26.55,20.22,46,PNOA-2024-GAL-549-4681-H29-NPC01,86518,eucalipto,109_936
555533.5,4663817.5,8.98,7.57,19,PNOA-2024-GAL-555-4664-H29-NPC01,85242,eucalipto,111_932
555809.5,4663945.5,16.47,11.9,98,PNOA-2024-GAL-555-4664-H29-NPC01,85242,eucalipto,111_932
559877.5,4664582.5,26.26,22.83,40,PNOA-2024-GAL-559-4665-H29-NPC01,85223,eucalipto,111_932
564887.5,4665804.5,18.92,14.19,112,PNOA-2024-GAL-564-4666-H29-NPC01,86700,eucalipto,112_933
566626.5,4670305.5,47.11,38.34,130,PNOA-2024-GAL-566-4671-H29-NPC01,86423,eucalipto,113_934
559111.5,4665427.5,16.47,11.09,67,PNOA-2024-GAL-559-4666-H29-NPC01,85238,eucalipto,111_933
550451.5,4678344.5,8.95,7.38,37,PNOA-2024-GAL-550-4679-H29-NPC01,86592,eucalipto,110_935
551735.5,4678637.5,27.19,23.51,102,PNOA-2024-GAL-551-4679-H29-NPC01,86510,eucalipto,110_935
548204.5,4680925.5,13.82,10.25,57,PNOA-2024-GAL-548-4681-H29-NPC01,95546,eucalipto,109_936
550065.5,4678146.5,24.36,21.49,48,PNOA-2024-GAL-550-4679-H29-NPC01,86592,eucalipto,110_935
567166.5,4667915.5,28.45,20.99,248,PNOA-2024-GAL-567-4668-H29-NPC01,85250,eucalipto,113_933
549499.5,4673709.5,37.82,32.81,166,PNOA-2024-GAL-549-4674-H29-NPC01,86613,eucalipto,109_934
566539.5,4668738.5,19.08,12.61,71,PNOA-2024-GAL-566-4669-H29-NPC01,86407,eucalipto,113_933
565503.5,4667888.5,34.18,29.69,87,PNOA-2024-GAL-565-4668-H29-NPC01,85222,eucalipto,113_933
557140.5,4664056.5,13.86,10.65,112,PNOA-2024-GAL-557-4665-H29-NPC01,85242,eucalipto,111_932
550796.5,4676554.5,16.12,13.15,27,PNOA-2024-GAL-550-4677-H29-NPC01,86557,eucalipto,110_935
559196.5,4663892.5,16.11,13.55,41,PNOA-2024-GAL-559-4664-H29-NPC01,85223,eucalipto,111_932
551357.5,4676846.5,30.92,27.46,79,PNOA-2024-GAL-551-4677-H29-NPC01,86557,eucalipto,110_935
559722.5,4664266.5,27.98,16.83,244,PNOA-2024-GAL-559-4665-H29-NPC01,85223,eucalipto,111_932
565095.5,4667875.5,28.59,24.72,81,PNOA-2024-GAL-565-4668-H29-NPC01,85222,eucalipto,113_933
552300.5,4675017.5,32.57,29.48,98,PNOA-2024-GAL-552-4676-H29-NPC01,86603,eucalipto,110_935
551013.5,4676302.5,34.84,30.87,59,PNOA-2024-GAL-551-4677-H29-NPC01,86557,eucalipto,110_935
556941.5,4663354.5,6.09,5.83,12,PNOA-2024-GAL-556-4664-H29-NPC01,85242,eucalipto,111_932
555096.5,4663801.5,14.22,7.59,36,PNOA-2024-GAL-555-4664-H29-NPC01,85242,eucalipto,111_932
565328.5,4673385.5,22.81,13.69,139,PNOA-2024-GAL-565-4674-H29-NPC01,86438,eucalipto,113_934
556694.5,4663529.5,23.9,15.72,132,PNOA-2024-GAL-556-4664-H29-NPC01,85242,eucalipto,111_932
550988.5,4676245.5,32.9,25.78,31,PNOA-2024-GAL-550-4677-H29-NPC01,86557,eucalipto,110_935
554948.5,4665053.5,9.45,8.6,23,PNOA-2024-GAL-554-4666-H29-NPC01,85242,eucalipto,110_933
553195.5,4675618.5,15.23,10.4,81,PNOA-2024-GAL-553-4676-H29-NPC01,86598,eucalipto,110_935
557892.5,4665914.5,22.8,14.78,110,PNOA-2024-GAL-557-4666-H29-NPC01,85257,eucalipto,111_933
550415.5,4678861.5,25.65,22.29,34,PNOA-2024-GAL-550-4679-H29-NPC01,86640,eucalipto,110_935
565549.5,4668199.5,40.28,31.09,163,PNOA-2024-GAL-565-4669-H29-NPC01,85222,eucalipto,113_933
565497.5,4669731.5,13.92,10.54,50,PNOA-2024-GAL-565-4670-H29-NPC01,86418,eucalipto,113_933
565273.5,4668061.5,33.99,23.86,245,PNOA-2024-GAL-565-4669-H29-NPC01,85222,eucalipto,113_933
559404.5,4663865.5,18.95,14.53,73,PNOA-2024-GAL-559-4664-H29-NPC01,85223,eucalipto,111_932
563305.5,4674606.5,16.91,13.53,159,PNOA-2024-GAL-563-4675-H29-NPC01,86504,eucalipto,112_934
558981.5,4664960.5,19.26,15.84,127,PNOA-2024-GAL-558-4665-H29-NPC01,85223,eucalipto,111_932
553063.5,4675380.5,27.51,21.86,160,PNOA-2024-GAL-553-4676-H29-NPC01,86598,eucalipto,110_935
552887.5,4674776.5,28.66,25.03,70,PNOA-2024-GAL-552-4675-H29-NPC01,86603,eucalipto,110_934
551828.5,4680034.5,21.48,18.1,98,PNOA-2024-GAL-551-4681-H29-NPC01,86510,eucalipto,110_936
565425.5,4668206.5,40.73,34.14,177,PNOA-2024-GAL-565-4669-H29-NPC01,85222,eucalipto,113_933
565224.5,4667891.5,23.06,19.25,84,PNOA-2024-GAL-565-4668-H29-NPC01,85222,eucalipto,113_933
551739.5,4678801.5,23.72,20.85,78,PNOA-2024-GAL-551-4679-H29-NPC01,86510,eucalipto,110_935
551027.5,4676362.5,32.77,30.21,66,PNOA-2024-GAL-551-4677-H29-NPC01,86557,eucalipto,110_935
552660.5,4674787.5,8.77,7.72,21,PNOA-2024-GAL-552-4675-H29-NPC01,86603,eucalipto,110_934
557222.5,4665992.5,23.12,21.06,22,PNOA-2024-GAL-557-4666-H29-NPC01,85257,eucalipto,111_933
551928.5,4680913.5,28.1,20.19,36,PNOA-2024-GAL-551-4681-H29-NPC01,86634,eucalipto,110_936
551984.5,4680725.5,24.89,20.24,84,PNOA-2024-GAL-551-4681-H29-NPC01,86634,eucalipto,110_936
551071.5,4678799.5,24.82,20.69,107,PNOA-2024-GAL-551-4679-H29-NPC01,86550,eucalipto,110_935
566281.5,4667664.5,13.5,9.52,90,PNOA-2024-GAL-566-4668-H29-NPC01,85222,eucalipto,113_933
558853.5,4665357.5,21.37,16.59,97,PNOA-2024-GAL-558-4666-H29-NPC01,86703,eucalipto,111_933
558897.5,4664253.5,6.33,5.82,12,PNOA-2024-GAL-558-4665-H29-NPC01,85223,eucalipto,111_932
566507.5,4668765.5,17.14,12.68,149,PNOA-2024-GAL-566-4669-H29-NPC01,86407,eucalipto,113_933
559724.5,4671876.5,25.71,19.34,268,PNOA-2024-GAL-559-4672-H29-NPC01,86393,eucalipto,111_934
566611.5,4671848.5,9.44,8.64,13,PNOA-2024-GAL-566-4672-H29-NPC01,86421,eucalipto,113_934
550851.5,4677085.5,27.65,24.47,44,PNOA-2024-GAL-550-4678-H29-NPC01,86557,eucalipto,110_935
560044.5,4664340.5,18.3,14.57,54,PNOA-2024-GAL-560-4665-H29-NPC01,85223,eucalipto,112_932
565359.5,4673361.5,16.87,12.38,63,PNOA-2024-GAL-565-4674-H29-NPC01,86438,eucalipto,113_934
549354.5,4680658.5,29.13,21.0,70,PNOA-2024-GAL-549-4681-H29-NPC01,86518,eucalipto,109_936
556027.5,4664055.5,21.87,13.35,48,PNOA-2024-GAL-556-4665-H29-NPC01,85242,eucalipto,111_932
550945.5,4676491.5,29.54,23.59,28,PNOA-2024-GAL-550-4677-H29-NPC01,86557,eucalipto,110_935
556471.5,4663800.5,20.09,9.57,133,PNOA-2024-GAL-556-4664-H29-NPC01,85242,eucalipto,111_932
565518.5,4669777.5,18.42,12.74,336,PNOA-2024-GAL-565-4670-H29-NPC01,86418,eucalipto,113_933
550827.5,4676887.5,29.05,19.89,103,PNOA-2024-GAL-550-4677-H29-NPC01,86557,eucalipto,110_935
551388.5,4676971.5,30.22,20.25,47,PNOA-2024-GAL-551-4677-H29-NPC01,86557,eucalipto,110_935
565767.5,4667593.5,21.37,20.66,17,PNOA-2024-GAL-565-4668-H29-NPC01,85222,eucalipto,113_933
565284.5,4673275.5,20.17,16.47,84,PNOA-2024-GAL-565-4674-H29-NPC01,86438,eucalipto,113_934
565260.5,4668056.5,34.64,30.6,161,PNOA-2024-GAL-565-4669-H29-NPC01,85222,eucalipto,113_933
566941.5,4672095.5,20.0,14.32,248,PNOA-2024-GAL-566-4673-H29-NPC01,86458,eucalipto,113_934
555565.5,4663958.5,26.28,15.24,224,PNOA-2024-GAL-555-4664-H29-NPC01,85242,eucalipto,111_932
549298.5,4680594.5,24.45,22.88,58,PNOA-2024-GAL-549-4681-H29-NPC01,86518,eucalipto,109_936
551821.5,4680330.5,19.33,13.04,51,PNOA-2024-GAL-551-4681-H29-NPC01,86510,eucalipto,110_936
565452.5,4673515.5,22.36,13.8,107,PNOA-2024-GAL-565-4674-H29-NPC01,86437,eucalipto,113_934
550851.5,4676295.5,26.76,21.12,204,PNOA-2024-GAL-550-4677-H29-NPC01,86557,eucalipto,110_935
549550.5,4673558.5,29.25,20.45,322,PNOA-2024-GAL-549-4674-H29-NPC01,86613,eucalipto,109_934
559412.5,4664153.5,21.81,16.26,184,PNOA-2024-GAL-559-4665-H29-NPC01,85223,eucalipto,111_932
552796.5,4674771.5,26.62,20.94,141,PNOA-2024-GAL-552-4675-H29-NPC01,86603,eucalipto,110_934
552851.5,4674844.5,20.79,17.52,90,PNOA-2024-GAL-552-4675-H29-NPC01,86603,eucalipto,110_934
551371.5,4678868.5,29.65,20.17,101,PNOA-2024-GAL-551-4679-H29-NPC01,86510,eucalipto,110_935
549887.5,4678402.5,45.97,34.79,185,PNOA-2024-GAL-549-4679-H29-NPC01,86592,eucalipto,109_935
562856.5,4673238.5,15.89,13.61,92,PNOA-2024-GAL-562-4674-H29-NPC01,86504,eucalipto,112_934
555179.5,4663701.5,13.36,8.27,87,PNOA-2024-GAL-555-4664-H29-NPC01,85242,eucalipto,111_932
551151.5,4676297.5,35.62,30.83,102,PNOA-2024-GAL-551-4677-H29-NPC01,86557,eucalipto,110_935
556624.5,4663674.5,12.55,9.32,29,PNOA-2024-GAL-556-4664-H29-NPC01,85242,eucalipto,111_932
566955.5,4668670.5,15.89,13.03,41,PNOA-2024-GAL-566-4669-H29-NPC01,86408,eucalipto,113_933
566811.5,4672356.5,20.13,15.91,75,PNOA-2024-GAL-566-4673-H29-NPC01,86458,eucalipto,113_934
565384.5,4669710.5,13.25,10.24,66,PNOA-2024-GAL-565-4670-H29-NPC01,86418,eucalipto,113_933
557239.5,4663396.5,7.15,6.09,67,PNOA-2024-GAL-557-4664-H29-NPC01,85242,eucalipto,111_932
567047.5,4667879.5,20.98,19.74,21,PNOA-2024-GAL-567-4668-H29-NPC01,85250,eucalipto,113_933
567369.5,4667824.5,31.96,24.08,161,PNOA-2024-GAL-567-4668-H29-NPC01,85250,eucalipto,113_933
551750.5,4680130.5,20.58,14.25,114,PNOA-2024-GAL-551-4681-H29-NPC01,86510,eucalipto,110_936
559757.5,4663799.5,25.18,21.97,73,PNOA-2024-GAL-559-4664-H29-NPC01,85223,eucalipto,111_932
552903.5,4676735.5,22.23,20.22,49,PNOA-2024-GAL-552-4677-H29-NPC01,86698,eucalipto,110_935
551372.5,4676352.5,24.31,19.06,137,PNOA-2024-GAL-551-4677-H29-NPC01,86562,eucalipto,110_935
554754.5,4661712.5,29.33,25.95,108,PNOA-2024-GAL-554-4662-H29-NPC01,86710,eucalipto,110_932
559780.5,4665278.5,18.31,13.32,57,PNOA-2024-GAL-559-4666-H29-NPC01,85223,eucalipto,111_933
548686.5,4680802.5,29.34,27.44,40,PNOA-2024-GAL-548-4681-H29-NPC01,95546,eucalipto,109_936
550857.5,4676245.5,35.81,30.18,280,PNOA-2024-GAL-550-4677-H29-NPC01,86557,eucalipto,110_935
549346.5,4680546.5,28.76,24.02,40,PNOA-2024-GAL-549-4681-H29-NPC01,86518,eucalipto,109_936
566657.5,4668201.5,24.93,16.66,67,PNOA-2024-GAL-566-4669-H29-NPC01,85222,eucalipto,113_933
550506.5,4678962.5,24.88,17.87,151,PNOA-2024-GAL-550-4679-H29-NPC01,86640,eucalipto,110_935
565338.5,4673499.5,22.91,15.73,122,PNOA-2024-GAL-565-4674-H29-NPC01,86437,eucalipto,113_934
567191.5,4669144.5,29.64,20.19,160,PNOA-2024-GAL-567-4670-H29-NPC01,86410,eucalipto,113_933
558937.5,4664008.5,6.83,6.59,7,PNOA-2024-GAL-558-4665-H29-NPC01,85223,eucalipto,111_932
565146.5,4672812.5,8.32,7.33,14,PNOA-2024-GAL-565-4673-H29-NPC01,86438,eucalipto,113_934
565233.5,4667916.5,25.89,22.08,53,PNOA-2024-GAL-565-4668-H29-NPC01,85222,eucalipto,113_933
566406.5,4668122.5,30.58,26.26,68,PNOA-2024-GAL-566-4669-H29-NPC01,85222,eucalipto,113_933
566995.5,4668000.5,24.53,22.49,28,PNOA-2024-GAL-566-4669-H29-NPC01,85250,eucalipto,113_933
567261.5,4668140.5,29.93,21.39,433,PNOA-2024-GAL-567-4669-H29-NPC01,85250,eucalipto,113_933
548414.5,4680581.5,20.68,17.76,44,PNOA-2024-GAL-548-4681-H29-NPC01,95546,eucalipto,109_936
559666.5,4664801.5,7.5,6.43,50,PNOA-2024-GAL-559-4665-H29-NPC01,85223,eucalipto,111_932
556736.5,4664388.5,23.13,15.33,70,PNOA-2024-GAL-556-4665-H29-NPC01,85243,eucalipto,111_932
552399.5,4676952.5,12.45,10.08,99,PNOA-2024-GAL-552-4677-H29-NPC01,86564,eucalipto,110_935
566724.5,4668625.5,22.28,16.81,61,PNOA-2024-GAL-566-4669-H29-NPC01,86407,eucalipto,113_933
550659.5,4676418.5,26.06,20.98,132,PNOA-2024-GAL-550-4677-H29-NPC01,86557,eucalipto,110_935
551772.5,4680505.5,16.31,14.92,25,PNOA-2024-GAL-551-4681-H29-NPC01,86510,eucalipto,110_936
567191.5,4669211.5,28.47,27.16,34,PNOA-2024-GAL-567-4670-H29-NPC01,86410,eucalipto,113_933
566577.5,4668774.5,17.71,13.4,74,PNOA-2024-GAL-566-4669-H29-NPC01,86407,eucalipto,113_933
556530.5,4663855.5,23.0,11.61,210,PNOA-2024-GAL-556-4664-H29-NPC01,85242,eucalipto,111_932
567186.5,4669054.5,20.9,14.83,132,PNOA-2024-GAL-567-4670-H29-NPC01,86410,eucalipto,113_933
557673.5,4663705.5,22.38,14.02,89,PNOA-2024-GAL-557-4664-H29-NPC01,85242,eucalipto,111_932
548522.5,4680917.5,23.98,15.98,155,PNOA-2024-GAL-548-4681-H29-NPC01,95546,eucalipto,109_936
559381.5,4665755.5,16.58,11.68,97,PNOA-2024-GAL-559-4666-H29-NPC01,85238,eucalipto,111_933
562882.5,4673168.5,23.48,12.99,361,PNOA-2024-GAL-562-4674-H29-NPC01,86504,eucalipto,112_934
566836.5,4672300.5,13.08,10.84,35,PNOA-2024-GAL-566-4673-H29-NPC01,86458,eucalipto,113_934
564498.5,4665517.5,16.75,10.16,156,PNOA-2024-GAL-564-4666-H29-NPC01,86700,eucalipto,112_933
554688.5,4665199.5,22.89,18.52,53,PNOA-2024-GAL-554-4666-H29-NPC01,85242,eucalipto,110_933
563559.5,4674028.5,10.43,9.12,98,PNOA-2024-GAL-563-4675-H29-NPC01,86504,eucalipto,112_934
552534.5,4675090.5,14.89,10.92,141,PNOA-2024-GAL-552-4676-H29-NPC01,86603,eucalipto,110_935
551412.5,4676275.5,32.08,21.87,37,PNOA-2024-GAL-551-4677-H29-NPC01,86562,eucalipto,110_935
557603.5,4665967.5,13.75,12.32,66,PNOA-2024-GAL-557-4666-H29-NPC01,85257,eucalipto,111_933
566750.5,4671763.5,19.85,16.86,51,PNOA-2024-GAL-566-4672-H29-NPC01,86458,eucalipto,113_934
554597.5,4663966.5,31.65,20.9,278,PNOA-2024-GAL-554-4664-H29-NPC01,85242,eucalipto,110_932
551958.5,4680074.5,20.89,16.19,65,PNOA-2024-GAL-551-4681-H29-NPC01,86510,eucalipto,110_936
565412.5,4669714.5,11.82,10.28,30,PNOA-2024-GAL-565-4670-H29-NPC01,86418,eucalipto,113_933
559373.5,4664028.5,17.31,14.44,61,PNOA-2024-GAL-559-4665-H29-NPC01,85223,eucalipto,111_932
566422.5,4668362.5,29.22,22.65,140,PNOA-2024-GAL-566-4669-H29-NPC01,85222,eucalipto,113_933
552720.5,4675032.5,30.02,26.16,95,PNOA-2024-GAL-552-4676-H29-NPC01,86603,eucalipto,110_935
566656.5,4672189.5,20.07,13.74,38,PNOA-2024-GAL-566-4673-H29-NPC01,86458,eucalipto,113_934
565637.5,4667899.5,24.18,22.04,54,PNOA-2024-GAL-565-4668-H29-NPC01,85222,eucalipto,113_933
559580.5,4663992.5,18.28,14.8,71,PNOA-2024-GAL-559-4664-H29-NPC01,85223,eucalipto,111_932
552802.5,4674838.5,38.33,26.34,381,PNOA-2024-GAL-552-4675-H29-NPC01,86603,eucalipto,110_934
558655.5,4664111.5,8.08,6.99,21,PNOA-2024-GAL-558-4665-H29-NPC01,85223,eucalipto,111_932
557543.5,4666111.5,29.64,20.58,208,PNOA-2024-GAL-557-4667-H29-NPC01,85257,eucalipto,111_933
566971.5,4667881.5,37.24,28.15,200,PNOA-2024-GAL-566-4668-H29-NPC01,85250,eucalipto,113_933
565460.5,4673463.5,16.9,12.98,101,PNOA-2024-GAL-565-4674-H29-NPC01,86437,eucalipto,113_934
563522.5,4674239.5,29.23,20.14,17,PNOA-2024-GAL-563-4675-H29-NPC01,86504,eucalipto,112_934
550237.5,4678322.5,13.95,11.66,109,PNOA-2024-GAL-550-4679-H29-NPC01,86592,eucalipto,110_935
559019.5,4665854.5,21.78,16.45,63,PNOA-2024-GAL-559-4666-H29-NPC01,86703,eucalipto,111_933
556600.5,4663817.5,19.0,13.08,95,PNOA-2024-GAL-556-4664-H29-NPC01,85242,eucalipto,111_932
563452.5,4673620.5,9.94,8.4,26,PNOA-2024-GAL-563-4674-H29-NPC01,86504,eucalipto,112_934
551865.5,4678495.5,14.07,11.99,36,PNOA-2024-GAL-551-4679-H29-NPC01,86552,eucalipto,110_935
565177.5,4673380.5,22.33,13.45,46,PNOA-2024-GAL-565-4674-H29-NPC01,86438,eucalipto,113_934
559865.5,4665475.5,17.07,14.67,56,PNOA-2024-GAL-559-4666-H29-NPC01,85223,eucalipto,111_933
565244.5,4673542.5,14.22,9.83,88,PNOA-2024-GAL-565-4674-H29-NPC01,86437,eucalipto,113_934
566000.5,4668137.5,21.53,17.74,12,PNOA-2024-GAL-566-4669-H29-NPC01,85222,eucalipto,113_933
559143.5,4665116.5,18.91,16.96,36,PNOA-2024-GAL-559-4666-H29-NPC01,85223,eucalipto,111_933
548508.5,4680892.5,15.48,13.66,47,PNOA-2024-GAL-548-4681-H29-NPC01,95546,eucalipto,109_936
559605.5,4663764.5,34.6,28.1,66,PNOA-2024-GAL-559-4664-H29-NPC01,85223,eucalipto,111_932
550978.5,4676735.5,28.05,25.2,46,PNOA-2024-GAL-550-4677-H29-NPC01,86557,eucalipto,110_935
557208.5,4664163.5,6.71,6.29,9,PNOA-2024-GAL-557-4665-H29-NPC01,85242,eucalipto,111_932
566619.5,4668445.5,26.07,19.82,85,PNOA-2024-GAL-566-4669-H29-NPC01,86407,eucalipto,113_933
552189.5,4661833.5,6.65,5.86,67,PNOA-2024-GAL-552-4662-H29-NPC01,85228,eucalipto,110_932
559198.5,4663886.5,16.93,14.9,81,PNOA-2024-GAL-559-4664-H29-NPC01,85223,eucalipto,111_932
565860.5,4667641.5,35.14,26.4,181,PNOA-2024-GAL-565-4668-H29-NPC01,85222,eucalipto,113_933
551663.5,4676797.5,13.14,9.96,42,PNOA-2024-GAL-551-4677-H29-NPC01,86562,eucalipto,110_935
566258.5,4668302.5,28.23,20.3,108,PNOA-2024-GAL-566-4669-H29-NPC01,85222,eucalipto,113_933
558606.5,4664178.5,10.4,7.62,29,PNOA-2024-GAL-558-4665-H29-NPC01,85223,eucalipto,111_932
556770.5,4663672.5,7.3,6.16,40,PNOA-2024-GAL-556-4664-H29-NPC01,85242,eucalipto,111_932
565502.5,4668274.5,21.16,18.65,30,PNOA-2024-GAL-565-4669-H29-NPC01,85222,eucalipto,113_933
551939.5,4680476.5,23.36,18.5,47,PNOA-2024-GAL-551-4681-H29-NPC01,86510,eucalipto,110_936
550784.5,4676567.5,18.55,14.12,135,PNOA-2024-GAL-550-4677-H29-NPC01,86557,eucalipto,110_935
563251.5,4673670.5,28.24,20.76,122,PNOA-2024-GAL-563-4674-H29-NPC01,86504,eucalipto,112_934
557483.5,4663765.5,11.42,7.92,100,PNOA-2024-GAL-557-4664-H29-NPC01,85242,eucalipto,111_932
556057.5,4665002.5,6.54,5.9,42,PNOA-2024-GAL-556-4666-H29-NPC01,85242,eucalipto,111_933
555568.5,4663607.5,20.23,15.49,69,PNOA-2024-GAL-555-4664-H29-NPC01,85242,eucalipto,111_932
563355.5,4673726.5,31.81,23.52,82,PNOA-2024-GAL-563-4674-H29-NPC01,86504,eucalipto,112_934
549936.5,4678416.5,37.57,21.14,323,PNOA-2024-GAL-549-4679-H29-NPC01,86592,eucalipto,109_935
559588.5,4663956.5,13.93,11.61,81,PNOA-2024-GAL-559-4664-H29-NPC01,85223,eucalipto,111_932
554741.5,4665228.5,24.85,17.85,105,PNOA-2024-GAL-554-4666-H29-NPC01,85242,eucalipto,110_933
564824.5,4665658.5,17.85,12.59,101,PNOA-2024-GAL-564-4666-H29-NPC01,86700,eucalipto,112_933
563604.5,4673534.5,20.7,17.87,103,PNOA-2024-GAL-563-4674-H29-NPC01,86504,eucalipto,112_934
551537.5,4676578.5,21.76,17.9,213,PNOA-2024-GAL-551-4677-H29-NPC01,86562,eucalipto,110_935
550839.5,4676477.5,31.98,29.08,58,PNOA-2024-GAL-550-4677-H29-NPC01,86557,eucalipto,110_935
549301.5,4680780.5,33.71,28.92,146,PNOA-2024-GAL-549-4681-H29-NPC01,86518,eucalipto,109_936
556023.5,4663860.5,7.44,6.9,7,PNOA-2024-GAL-556-4664-H29-NPC01,85242,eucalipto,111_932
556371.5,4663571.5,19.03,11.7,56,PNOA-2024-GAL-556-4664-H29-NPC01,85242,eucalipto,111_932
559195.5,4664477.5,6.96,6.16,89,PNOA-2024-GAL-559-4665-H29-NPC01,85223,eucalipto,111_932
566918.5,4669085.5,31.3,25.64,180,PNOA-2024-GAL-566-4670-H29-NPC01,86410,eucalipto,113_933
559824.5,4664460.5,34.4,26.53,124,PNOA-2024-GAL-559-4665-H29-NPC01,85223,eucalipto,111_932
565740.5,4667825.5,16.75,13.31,153,PNOA-2024-GAL-565-4668-H29-NPC01,85222,eucalipto,113_933
550999.5,4676636.5,27.43,25.4,122,PNOA-2024-GAL-550-4677-H29-NPC01,86557,eucalipto,110_935
565723.5,4667804.5,39.5,22.16,460,PNOA-2024-GAL-565-4668-H29-NPC01,85222,eucalipto,113_933
558905.5,4665674.5,23.17,18.67,100,PNOA-2024-GAL-558-4666-H29-NPC01,86703,eucalipto,111_933
548805.5,4680802.5,27.43,20.73,262,PNOA-2024-GAL-548-4681-H29-NPC01,95546,eucalipto,109_936
559526.5,4664174.5,29.13,24.27,97,PNOA-2024-GAL-559-4665-H29-NPC01,85223,eucalipto,111_932
567111.5,4667912.5,31.65,24.08,120,PNOA-2024-GAL-567-4668-H29-NPC01,85250,eucalipto,113_933
551530.5,4676418.5,21.65,20.07,118,PNOA-2024-GAL-551-4677-H29-NPC01,86562,eucalipto,110_935
550930.5,4678276.5,14.41,12.23,78,PNOA-2024-GAL-550-4679-H29-NPC01,86592,eucalipto,110_935
566244.5,4668317.5,29.06,25.37,101,PNOA-2024-GAL-566-4669-H29-NPC01,85222,eucalipto,113_933
559429.5,4665377.5,13.54,10.1,76,PNOA-2024-GAL-559-4666-H29-NPC01,85223,eucalipto,111_933
551871.5,4678732.5,30.6,23.86,63,PNOA-2024-GAL-551-4679-H29-NPC01,86510,eucalipto,110_935
549870.5,4678249.5,26.55,22.61,59,PNOA-2024-GAL-549-4679-H29-NPC01,86592,eucalipto,109_935
559397.5,4664408.5,6.68,5.97,51,PNOA-2024-GAL-559-4665-H29-NPC01,85223,eucalipto,111_932
551663.5,4676701.5,29.7,21.54,113,PNOA-2024-GAL-551-4677-H29-NPC01,86562,eucalipto,110_935
565134.5,4668207.5,35.87,24.79,112,PNOA-2024-GAL-565-4669-H29-NPC01,85222,eucalipto,113_933
551959.5,4678744.5,29.38,18.91,44,PNOA-2024-GAL-551-4679-H29-NPC01,86510,eucalipto,110_935
