x,y,h_max,h_media,area_m2,bloque,OBJECTID_12,grupo,zona
529622.5,4725368.5,12.5,10.48,98,PNOA-2024-GAL-529-4726-H29-NPC01,90082,pino,105_945
529008.5,4725351.5,16.87,14.07,27,PNOA-2024-GAL-529-4726-H29-NPC01,90082,pino,105_945
529217.5,4725938.5,8.21,7.43,32,PNOA-2024-GAL-529-4726-H29-NPC01,90082,pino,105_945
529615.5,4725609.5,30.87,26.11,77,PNOA-2024-GAL-529-4726-H29-NPC01,90082,pino,105_945
529729.5,4725231.5,14.78,11.51,208,PNOA-2024-GAL-529-4726-H29-NPC01,90082,pino,105_945
529607.5,4725362.5,12.29,10.53,36,PNOA-2024-GAL-529-4726-H29-NPC01,90082,pino,105_945
529286.5,4725643.5,13.52,10.92,108,PNOA-2024-GAL-529-4726-H29-NPC01,90082,pino,105_945
529863.5,4725547.5,12.39,9.33,186,PNOA-2024-GAL-529-4726-H29-NPC01,90082,pino,105_945
529771.5,4725592.5,16.18,12.24,49,PNOA-2024-GAL-529-4726-H29-NPC01,90082,pino,105_945
529507.5,4725552.5,13.74,12.4,39,PNOA-2024-GAL-529-4726-H29-NPC01,90082,pino,105_945
529738.5,4725429.5,19.63,18.78,31,PNOA-2024-GAL-529-4726-H29-NPC01,90082,pino,105_945
529220.5,4725243.5,23.93,17.95,107,PNOA-2024-GAL-529-4726-H29-NPC01,90082,pino,105_945
529824.5,4725062.5,20.52,16.97,120,PNOA-2024-GAL-529-4726-H29-NPC01,90082,pino,105_945
529819.5,4725052.5,19.66,15.22,135,PNOA-2024-GAL-529-4726-H29-NPC01,90082,pino,105_945
529775.5,4725450.5,14.55,11.38,78,PNOA-2024-GAL-529-4726-H29-NPC01,90082,pino,105_945
529700.5,4726309.5,19.35,16.37,170,PNOA-2024-GAL-529-4727-H29-NPC01,90081,frondosa,105_945
529696.5,4726179.5,27.34,16.31,319,PNOA-2024-GAL-529-4727-H29-NPC01,90081,frondosa,105_945
529696.5,4726363.5,18.53,12.11,102,PNOA-2024-GAL-529-4727-H29-NPC01,90081,frondosa,105_945
529687.5,4726206.5,25.78,23.01,48,PNOA-2024-GAL-529-4727-H29-NPC01,90081,frondosa,105_945
529682.5,4726346.5,15.2,11.74,92,PNOA-2024-GAL-529-4727-H29-NPC01,90081,frondosa,105_945
529737.5,4726150.5,20.4,13.87,387,PNOA-2024-GAL-529-4727-H29-NPC01,90081,frondosa,105_945
529760.5,4726054.5,16.48,13.42,136,PNOA-2024-GAL-529-4727-H29-NPC01,90081,frondosa,105_945
529706.5,4726161.5,30.69,25.94,74,PNOA-2024-GAL-529-4727-H29-NPC01,90081,frondosa,105_945
529915.5,4726022.5,6.99,6.34,28,PNOA-2024-GAL-529-4727-H29-NPC01,90081,frondosa,105_945
529018.5,4726905.5,24.18,18.29,100,PNOA-2024-GAL-529-4727-H29-NPC01,90082,pino,105_945
529432.5,4726533.5,31.8,26.0,78,PNOA-2024-GAL-529-4727-H29-NPC01,90082,pino,105_945
529885.5,4726297.5,34.28,27.79,63,PNOA-2024-GAL-529-4727-H29-NPC01,85268,pino,105_945
529483.5,4726299.5,19.23,17.35,45,PNOA-2024-GAL-529-4727-H29-NPC01,90082,pino,105_945
529240.5,4726454.5,15.19,14.66,22,PNOA-2024-GAL-529-4727-H29-NPC01,90082,pino,105_945
529011.5,4726531.5,15.21,13.06,106,PNOA-2024-GAL-529-4727-H29-NPC01,90082,pino,105_945
529678.5,4726017.5,29.55,25.53,282,PNOA-2024-GAL-529-4727-H29-NPC01,90082,pino,105_945
529591.5,4726026.5,27.64,24.28,34,PNOA-2024-GAL-529-4727-H29-NPC01,90082,pino,105_945
529633.5,4726265.5,36.44,25.29,219,PNOA-2024-GAL-529-4727-H29-NPC01,90082,pino,105_945
529373.5,4726506.5,31.86,26.99,205,PNOA-2024-GAL-529-4727-H29-NPC01,90082,pino,105_945
529924.5,4726353.5,38.96,22.85,334,PNOA-2024-GAL-529-4727-H29-NPC01,85268,pino,105_945
529844.5,4726773.5,29.02,19.95,176,PNOA-2024-GAL-529-4727-H29-NPC01,85268,pino,105_945
529097.5,4726319.5,18.76,16.13,186,PNOA-2024-GAL-529-4727-H29-NPC01,90082,pino,105_945
529338.5,4726314.5,25.02,22.25,128,PNOA-2024-GAL-529-4727-H29-NPC01,90082,pino,105_945
529560.5,4726456.5,19.94,15.31,80,PNOA-2024-GAL-529-4727-H29-NPC01,90082,pino,105_945
529054.5,4726546.5,14.4,12.72,73,PNOA-2024-GAL-529-4727-H29-NPC01,90082,pino,105_945
529517.5,4726472.5,17.29,15.42,72,PNOA-2024-GAL-529-4727-H29-NPC01,90082,pino,105_945
529907.5,4726138.5,27.76,20.77,157,PNOA-2024-GAL-529-4727-H29-NPC01,85268,pino,105_945
529870.5,4726587.5,21.07,18.5,99,PNOA-2024-GAL-529-4727-H29-NPC01,85268,pino,105_945
529451.5,4726095.5,25.44,24.41,48,PNOA-2024-GAL-529-4727-H29-NPC01,90082,pino,105_945
529358.5,4726297.5,17.43,14.16,194,PNOA-2024-GAL-529-4727-H29-NPC01,90082,pino,105_945
529227.5,4726484.5,15.81,13.6,57,PNOA-2024-GAL-529-4727-H29-NPC01,90082,pino,105_945
529404.5,4726538.5,30.47,28.08,103,PNOA-2024-GAL-529-4727-H29-NPC01,90082,pino,105_945
529657.5,4726039.5,28.24,23.55,174,PNOA-2024-GAL-529-4727-H29-NPC01,90082,pino,105_945
529060.5,4726678.5,23.97,21.92,65,PNOA-2024-GAL-529-4727-H29-NPC01,90082,pino,105_945
529369.5,4726426.5,6.93,6.22,81,PNOA-2024-GAL-529-4727-H29-NPC01,90082,pino,105_945
529862.5,4726183.5,22.17,18.18,39,PNOA-2024-GAL-529-4727-H29-NPC01,85268,pino,105_945
529107.5,4726444.5,18.2,14.27,164,PNOA-2024-GAL-529-4727-H29-NPC01,90082,pino,105_945
529426.5,4726148.5,26.71,21.85,48,PNOA-2024-GAL-529-4727-H29-NPC01,90082,pino,105_945
529429.5,4726234.5,7.52,6.49,23,PNOA-2024-GAL-529-4727-H29-NPC01,90082,pino,105_945
529624.5,4726262.5,24.38,20.65,106,PNOA-2024-GAL-529-4727-H29-NPC01,90082,pino,105_945
529399.5,4726712.5,23.49,20.55,32,PNOA-2024-GAL-529-4727-H29-NPC01,90082,pino,105_945
529870.5,4727846.5,14.44,11.2,121,PNOA-2024-GAL-529-4728-H29-NPC01,90079,frondosa,105_945
529933.5,4727849.5,15.28,11.11,57,PNOA-2024-GAL-529-4728-H29-NPC01,90079,frondosa,105_945
529893.5,4727847.5,13.87,10.35,110,PNOA-2024-GAL-529-4728-H29-NPC01,90079,frondosa,105_945
529761.5,4727859.5,13.0,9.41,19,PNOA-2024-GAL-529-4728-H29-NPC01,90079,frondosa,105_945
529734.5,4727899.5,11.88,9.65,27,PNOA-2024-GAL-529-4728-H29-NPC01,90079,frondosa,105_945
529903.5,4727840.5,9.49,7.7,31,PNOA-2024-GAL-529-4728-H29-NPC01,90079,frondosa,105_945
529909.5,4727860.5,13.45,11.47,61,PNOA-2024-GAL-529-4728-H29-NPC01,90079,frondosa,105_945
529723.5,4727925.5,13.98,12.63,40,PNOA-2024-GAL-529-4728-H29-NPC01,90079,frondosa,105_945
529804.5,4727039.5,28.87,24.26,40,PNOA-2024-GAL-529-4728-H29-NPC01,85268,pino,105_945
529822.5,4727048.5,17.99,14.29,46,PNOA-2024-GAL-529-4728-H29-NPC01,85268,pino,105_945
529737.5,4727271.5,28.29,25.29,105,PNOA-2024-GAL-529-4728-H29-NPC01,85268,pino,105_945
529794.5,4727053.5,27.4,21.18,118,PNOA-2024-GAL-529-4728-H29-NPC01,85268,pino,105_945
529709.5,4727143.5,34.71,31.22,59,PNOA-2024-GAL-529-4728-H29-NPC01,85268,pino,105_945
529108.5,4728590.5,23.64,15.24,253,PNOA-2024-GAL-529-4729-H29-NPC01,85269,pino,105_945
529051.5,4728360.5,15.48,13.46,129,PNOA-2024-GAL-529-4729-H29-NPC01,85269,pino,105_945
529195.5,4728267.5,28.22,19.34,181,PNOA-2024-GAL-529-4729-H29-NPC01,85269,pino,105_945
529124.5,4728561.5,16.25,14.37,31,PNOA-2024-GAL-529-4729-H29-NPC01,85269,pino,105_945
529050.5,4728565.5,26.53,19.3,98,PNOA-2024-GAL-529-4729-H29-NPC01,85269,pino,105_945
529201.5,4728145.5,20.67,17.58,94,PNOA-2024-GAL-529-4729-H29-NPC01,85269,pino,105_945
529163.5,4728286.5,29.81,21.86,163,PNOA-2024-GAL-529-4729-H29-NPC01,85269,pino,105_945
529021.5,4728342.5,26.16,16.47,220,PNOA-2024-GAL-529-4729-H29-NPC01,85269,pino,105_945
529102.5,4729030.5,11.23,8.62,76,PNOA-2024-GAL-529-4730-H29-NPC01,85269,pino,105_945
529014.5,4729159.5,10.31,8.21,229,PNOA-2024-GAL-529-4730-H29-NPC01,85269,pino,105_945
529976.5,4730812.5,14.97,12.35,117,PNOA-2024-GAL-529-4731-H29-NPC01,5706,pino,105_946
529770.5,4730062.5,17.59,12.86,95,PNOA-2024-GAL-529-4731-H29-NPC01,5705,pino,105_946
529945.5,4730136.5,15.38,11.99,86,PNOA-2024-GAL-529-4731-H29-NPC01,5705,pino,105_946
529821.5,4730059.5,12.15,10.3,83,PNOA-2024-GAL-529-4731-H29-NPC01,5705,pino,105_946
529782.5,4730188.5,16.76,15.11,31,PNOA-2024-GAL-529-4731-H29-NPC01,5705,pino,105_946
529727.5,4730300.5,21.65,17.41,102,PNOA-2024-GAL-529-4731-H29-NPC01,5705,pino,105_946
529763.5,4730262.5,23.03,18.25,69,PNOA-2024-GAL-529-4731-H29-NPC01,5705,pino,105_946
530305.5,4657059.5,36.04,24.18,256,PNOA-2024-GAL-530-4658-H29-NPC01,82394,pino,106_931
530644.5,4657161.5,12.52,9.64,48,PNOA-2024-GAL-530-4658-H29-NPC01,82394,pino,106_931
530391.5,4657185.5,15.95,10.33,85,PNOA-2024-GAL-530-4658-H29-NPC01,82394,pino,106_931
530651.5,4657139.5,13.93,10.68,34,PNOA-2024-GAL-530-4658-H29-NPC01,82394,pino,106_931
530520.5,4657240.5,35.68,23.85,436,PNOA-2024-GAL-530-4658-H29-NPC01,82394,pino,106_931
530627.5,4657131.5,14.05,11.96,40,PNOA-2024-GAL-530-4658-H29-NPC01,82394,pino,106_931
530946.5,4661432.5,27.29,21.09,171,PNOA-2024-GAL-530-4662-H29-NPC01,82389,pino,106_932
530843.5,4661324.5,24.91,22.78,63,PNOA-2024-GAL-530-4662-H29-NPC01,82389,pino,106_932
530988.5,4661363.5,24.58,20.6,131,PNOA-2024-GAL-530-4662-H29-NPC01,82389,pino,106_932
530800.5,4661405.5,23.48,17.71,97,PNOA-2024-GAL-530-4662-H29-NPC01,82389,pino,106_932
530804.5,4661076.5,23.93,21.68,58,PNOA-2024-GAL-530-4662-H29-NPC01,82389,pino,106_932
530593.5,4661311.5,32.3,30.31,85,PNOA-2024-GAL-530-4662-H29-NPC01,82389,pino,106_932
530710.5,4661455.5,28.02,21.41,180,PNOA-2024-GAL-530-4662-H29-NPC01,82389,pino,106_932
530212.5,4662412.5,35.88,26.19,261,PNOA-2024-GAL-530-4663-H29-NPC01,85564,pino,106_932
530180.5,4662344.5,22.07,17.98,174,PNOA-2024-GAL-530-4663-H29-NPC01,85564,pino,106_932
530124.5,4662448.5,23.48,18.18,201,PNOA-2024-GAL-530-4663-H29-NPC01,85564,pino,106_932
530078.5,4663690.5,9.54,7.82,51,PNOA-2024-GAL-530-4664-H29-NPC01,85565,pino,106_932
530071.5,4663339.5,9.59,7.62,62,PNOA-2024-GAL-530-4664-H29-NPC01,85564,pino,106_932
530096.5,4663335.5,9.85,7.93,101,PNOA-2024-GAL-530-4664-H29-NPC01,85564,pino,106_932
530006.5,4663494.5,10.32,8.22,79,PNOA-2024-GAL-530-4664-H29-NPC01,85564,pino,106_932
530143.5,4663038.5,13.95,11.46,108,PNOA-2024-GAL-530-4664-H29-NPC01,85564,pino,106_932
530849.5,4664848.5,18.87,11.67,141,PNOA-2024-GAL-530-4665-H29-NPC01,86224,eucalipto,106_932
530198.5,4664201.5,14.27,11.66,269,PNOA-2024-GAL-530-4665-H29-NPC01,85566,pino,106_932
530287.5,4664727.5,24.4,21.31,49,PNOA-2024-GAL-530-4665-H29-NPC01,85566,pino,106_932
530089.5,4664832.5,15.15,11.8,95,PNOA-2024-GAL-530-4665-H29-NPC01,85566,pino,106_932
530061.5,4664523.5,24.14,19.75,61,PNOA-2024-GAL-530-4665-H29-NPC01,85566,pino,106_932
530055.5,4664565.5,29.68,24.28,63,PNOA-2024-GAL-530-4665-H29-NPC01,85566,pino,106_932
530092.5,4664876.5,14.34,11.72,65,PNOA-2024-GAL-530-4665-H29-NPC01,85566,pino,106_932
530015.5,4668989.5,38.22,25.39,100,PNOA-2024-GAL-530-4669-H29-NPC01,81805,pino,106_933
530662.5,4669744.5,8.53,6.7,30,PNOA-2024-GAL-530-4670-H29-NPC01,82087,pino,106_933
530871.5,4669356.5,13.66,10.12,112,PNOA-2024-GAL-530-4670-H29-NPC01,82085,pino,106_933
530651.5,4669931.5,16.55,13.22,110,PNOA-2024-GAL-530-4670-H29-NPC01,82087,pino,106_933
530528.5,4669828.5,14.1,9.59,106,PNOA-2024-GAL-530-4670-H29-NPC01,82087,pino,106_933
530647.5,4669831.5,17.48,15.16,85,PNOA-2024-GAL-530-4670-H29-NPC01,82087,pino,106_933
530582.5,4669847.5,13.34,11.58,24,PNOA-2024-GAL-530-4670-H29-NPC01,82087,pino,106_933
530604.5,4669897.5,15.37,13.2,85,PNOA-2024-GAL-530-4670-H29-NPC01,82087,pino,106_933
530009.5,4669184.5,19.25,16.41,128,PNOA-2024-GAL-530-4670-H29-NPC01,81805,pino,106_933
530632.5,4669850.5,17.25,15.31,83,PNOA-2024-GAL-530-4670-H29-NPC01,82087,pino,106_933
530610.5,4669753.5,26.96,17.99,162,PNOA-2024-GAL-530-4670-H29-NPC01,82087,pino,106_933
530669.5,4669867.5,17.0,14.99,44,PNOA-2024-GAL-530-4670-H29-NPC01,82087,pino,106_933
530531.5,4669865.5,14.8,12.43,59,PNOA-2024-GAL-530-4670-H29-NPC01,82087,pino,106_933
530894.5,4669295.5,26.43,23.01,167,PNOA-2024-GAL-530-4670-H29-NPC01,82085,pino,106_933
530776.5,4673276.5,29.06,23.62,88,PNOA-2024-GAL-530-4674-H29-NPC01,82336,pino,106_934
530884.5,4674789.5,14.63,10.49,122,PNOA-2024-GAL-530-4675-H29-NPC01,81827,pino,106_934
530845.5,4674458.5,16.81,11.76,201,PNOA-2024-GAL-530-4675-H29-NPC01,81827,pino,106_934
530222.5,4677601.5,26.37,22.25,254,PNOA-2024-GAL-530-4678-H29-NPC01,80243,pino,106_935
530105.5,4677539.5,11.79,8.31,135,PNOA-2024-GAL-530-4678-H29-NPC01,80243,pino,106_935
530025.5,4677841.5,17.36,14.43,112,PNOA-2024-GAL-530-4678-H29-NPC01,80243,pino,106_935
530010.5,4677809.5,18.5,13.8,99,PNOA-2024-GAL-530-4678-H29-NPC01,80243,pino,106_935
530987.5,4680224.5,42.85,34.12,132,PNOA-2024-GAL-530-4681-H29-NPC01,81796,eucalipto,106_936
530832.5,4680092.5,32.37,26.75,123,PNOA-2024-GAL-530-4681-H29-NPC01,81796,eucalipto,106_936
530213.5,4680945.5,12.55,9.18,56,PNOA-2024-GAL-530-4681-H29-NPC01,81795,pino,106_936
530182.5,4680972.5,22.81,12.52,176,PNOA-2024-GAL-530-4681-H29-NPC01,81795,pino,106_936
530178.5,4680519.5,22.96,21.51,24,PNOA-2024-GAL-530-4681-H29-NPC01,81795,pino,106_936
530107.5,4680799.5,25.12,23.28,44,PNOA-2024-GAL-530-4681-H29-NPC01,81795,pino,106_936
530067.5,4680687.5,22.78,20.18,88,PNOA-2024-GAL-530-4681-H29-NPC01,81795,pino,106_936
530070.5,4680770.5,25.62,21.07,108,PNOA-2024-GAL-530-4681-H29-NPC01,81795,pino,106_936
530061.5,4680687.5,21.8,19.88,48,PNOA-2024-GAL-530-4681-H29-NPC01,81795,pino,106_936
530193.5,4680821.5,24.69,23.15,31,PNOA-2024-GAL-530-4681-H29-NPC01,81795,pino,106_936
530386.5,4680871.5,30.95,20.25,301,PNOA-2024-GAL-530-4681-H29-NPC01,81795,pino,106_936
530216.5,4680055.5,22.25,20.06,73,PNOA-2024-GAL-530-4681-H29-NPC01,81795,pino,106_936
530136.5,4680762.5,26.27,24.18,35,PNOA-2024-GAL-530-4681-H29-NPC01,81795,pino,106_936
530052.5,4680649.5,20.64,18.7,54,PNOA-2024-GAL-530-4681-H29-NPC01,81795,pino,106_936
530360.5,4680375.5,26.97,21.45,158,PNOA-2024-GAL-530-4681-H29-NPC01,81795,pino,106_936
530013.5,4680439.5,23.8,22.39,36,PNOA-2024-GAL-530-4681-H29-NPC01,81795,pino,106_936
530307.5,4680807.5,25.53,22.59,94,PNOA-2024-GAL-530-4681-H29-NPC01,81795,pino,106_936
530102.5,4680436.5,24.17,19.86,61,PNOA-2024-GAL-530-4681-H29-NPC01,81795,pino,106_936
530438.5,4680343.5,27.65,25.21,42,PNOA-2024-GAL-530-4681-H29-NPC01,81795,pino,106_936
530018.5,4680476.5,24.47,21.16,183,PNOA-2024-GAL-530-4681-H29-NPC01,81795,pino,106_936
530081.5,4680654.5,22.05,17.17,114,PNOA-2024-GAL-530-4681-H29-NPC01,81795,pino,106_936
530113.5,4680770.5,24.81,22.91,44,PNOA-2024-GAL-530-4681-H29-NPC01,81795,pino,106_936
530126.5,4680315.5,26.05,22.45,95,PNOA-2024-GAL-530-4681-H29-NPC01,81795,pino,106_936
530431.5,4680341.5,28.87,24.85,66,PNOA-2024-GAL-530-4681-H29-NPC01,81795,pino,106_936
530134.5,4680082.5,22.98,20.68,91,PNOA-2024-GAL-530-4681-H29-NPC01,81795,pino,106_936
530404.5,4680351.5,27.32,25.79,40,PNOA-2024-GAL-530-4681-H29-NPC01,81795,pino,106_936
530421.5,4680413.5,23.72,16.66,68,PNOA-2024-GAL-530-4681-H29-NPC01,81795,pino,106_936
530265.5,4680106.5,23.02,20.78,77,PNOA-2024-GAL-530-4681-H29-NPC01,81795,pino,106_936
530044.5,4680243.5,20.4,19.04,43,PNOA-2024-GAL-530-4681-H29-NPC01,81795,pino,106_936
530136.5,4680356.5,25.75,24.17,32,PNOA-2024-GAL-530-4681-H29-NPC01,81795,pino,106_936
530293.5,4680102.5,22.01,17.86,116,PNOA-2024-GAL-530-4681-H29-NPC01,81795,pino,106_936
530321.5,4680654.5,20.25,17.36,71,PNOA-2024-GAL-530-4681-H29-NPC01,81795,pino,106_936
530178.5,4690394.5,20.75,14.89,129,PNOA-2024-GAL-530-4691-H29-NPC01,95563,eucalipto,106_938
530052.5,4690015.5,22.31,18.16,180,PNOA-2024-GAL-530-4691-H29-NPC01,85968,frondosa,106_938
530102.5,4690045.5,18.02,12.21,270,PNOA-2024-GAL-530-4691-H29-NPC01,85968,frondosa,106_938
530874.5,4691764.5,22.3,16.82,61,PNOA-2024-GAL-530-4692-H29-NPC01,90867,eucalipto,106_938
530856.5,4691948.5,37.03,28.61,67,PNOA-2024-GAL-530-4692-H29-NPC01,90867,eucalipto,106_938
530849.5,4691943.5,41.36,33.07,152,PNOA-2024-GAL-530-4692-H29-NPC01,90867,eucalipto,106_938
530898.5,4691873.5,34.19,28.28,84,PNOA-2024-GAL-530-4692-H29-NPC01,90867,eucalipto,106_938
530767.5,4691808.5,36.25,30.7,165,PNOA-2024-GAL-530-4692-H29-NPC01,90867,eucalipto,106_938
530770.5,4691855.5,26.94,18.46,229,PNOA-2024-GAL-530-4692-H29-NPC01,90867,eucalipto,106_938
530754.5,4691846.5,24.88,17.83,81,PNOA-2024-GAL-530-4692-H29-NPC01,90867,eucalipto,106_938
530767.5,4691911.5,34.42,23.25,224,PNOA-2024-GAL-530-4692-H29-NPC01,90867,eucalipto,106_938
530961.5,4692051.5,39.13,26.62,336,PNOA-2024-GAL-530-4693-H29-NPC01,90867,eucalipto,106_938
530941.5,4693986.5,33.9,29.06,145,PNOA-2024-GAL-530-4694-H29-NPC01,90670,eucalipto,106_938
530804.5,4693636.5,16.62,11.55,123,PNOA-2024-GAL-530-4694-H29-NPC01,90670,eucalipto,106_938
530930.5,4693587.5,19.89,18.87,21,PNOA-2024-GAL-530-4694-H29-NPC01,90670,eucalipto,106_938
530493.5,4693311.5,28.44,19.12,98,PNOA-2024-GAL-530-4694-H29-NPC01,90584,frondosa,106_938
530479.5,4693184.5,13.23,9.42,153,PNOA-2024-GAL-530-4694-H29-NPC01,90584,frondosa,106_938
530502.5,4693283.5,13.18,10.22,35,PNOA-2024-GAL-530-4694-H29-NPC01,90584,frondosa,106_938
530040.5,4714641.5,13.39,10.46,116,PNOA-2024-GAL-530-4715-H29-NPC01,90542,frondosa,106_942
530651.5,4714334.5,19.23,17.79,39,PNOA-2024-GAL-530-4715-H29-NPC01,90541,pino,106_942
530510.5,4714453.5,22.16,19.55,76,PNOA-2024-GAL-530-4715-H29-NPC01,90541,pino,106_942
530536.5,4714331.5,25.88,21.56,128,PNOA-2024-GAL-530-4715-H29-NPC01,90541,pino,106_942
530514.5,4714434.5,21.71,17.04,59,PNOA-2024-GAL-530-4715-H29-NPC01,90541,pino,106_942
530636.5,4714262.5,24.4,15.5,105,PNOA-2024-GAL-530-4715-H29-NPC01,90541,pino,106_942
530584.5,4714364.5,27.55,23.95,124,PNOA-2024-GAL-530-4715-H29-NPC01,90541,pino,106_942
530316.5,4717464.5,10.22,8.6,67,PNOA-2024-GAL-530-4718-H29-NPC01,90180,pino,106_943
530367.5,4717472.5,10.56,8.89,70,PNOA-2024-GAL-530-4718-H29-NPC01,90180,pino,106_943
530496.5,4717214.5,6.93,6.36,5,PNOA-2024-GAL-530-4718-H29-NPC01,90180,pino,106_943
530460.5,4717406.5,10.91,8.52,138,PNOA-2024-GAL-530-4718-H29-NPC01,90180,pino,106_943
530582.5,4720772.5,25.44,23.01,77,PNOA-2024-GAL-530-4721-H29-NPC01,90918,pino,106_944
530632.5,4720698.5,27.87,21.15,80,PNOA-2024-GAL-530-4721-H29-NPC01,90918,pino,106_944
530967.5,4720717.5,28.11,26.98,36,PNOA-2024-GAL-530-4721-H29-NPC01,90247,pino,106_944
530521.5,4720767.5,19.83,18.68,36,PNOA-2024-GAL-530-4721-H29-NPC01,90918,pino,106_944
530583.5,4722606.5,31.05,21.56,115,PNOA-2024-GAL-530-4723-H29-NPC01,87388,pino,106_944
530372.5,4722872.5,22.11,19.24,118,PNOA-2024-GAL-530-4723-H29-NPC01,87388,pino,106_944
530241.5,4722355.5,18.8,15.91,59,PNOA-2024-GAL-530-4723-H29-NPC01,87388,pino,106_944
530321.5,4722608.5,14.63,9.87,107,PNOA-2024-GAL-530-4723-H29-NPC01,87388,pino,106_944
530352.5,4722319.5,45.75,35.0,251,PNOA-2024-GAL-530-4723-H29-NPC01,87388,pino,106_944
530149.5,4722293.5,38.5,33.49,128,PNOA-2024-GAL-530-4723-H29-NPC01,87388,pino,106_944
530433.5,4722535.5,33.12,22.6,653,PNOA-2024-GAL-530-4723-H29-NPC01,87388,pino,106_944
530505.5,4722967.5,8.79,7.17,129,PNOA-2024-GAL-530-4723-H29-NPC01,87388,pino,106_944
530570.5,4722675.5,18.77,15.15,66,PNOA-2024-GAL-530-4723-H29-NPC01,87388,pino,106_944
530347.5,4722916.5,23.45,20.31,139,PNOA-2024-GAL-530-4723-H29-NPC01,87388,pino,106_944
530252.5,4722932.5,22.47,20.99,49,PNOA-2024-GAL-530-4723-H29-NPC01,87388,pino,106_944
530153.5,4722408.5,25.07,13.39,298,PNOA-2024-GAL-530-4723-H29-NPC01,87388,pino,106_944
530684.5,4722976.5,19.17,14.74,90,PNOA-2024-GAL-530-4723-H29-NPC01,87388,pino,106_944
530423.5,4722573.5,18.35,13.1,59,PNOA-2024-GAL-530-4723-H29-NPC01,87388,pino,106_944
530261.5,4722930.5,24.79,21.51,169,PNOA-2024-GAL-530-4723-H29-NPC01,87388,pino,106_944
530648.5,4722599.5,30.76,27.03,113,PNOA-2024-GAL-530-4723-H29-NPC01,87388,pino,106_944
530928.5,4722706.5,30.06,18.41,148,PNOA-2024-GAL-530-4723-H29-NPC01,87388,pino,106_944
530172.5,4722504.5,24.01,15.53,199,PNOA-2024-GAL-530-4723-H29-NPC01,87388,pino,106_944
530742.5,4722714.5,18.46,15.07,51,PNOA-2024-GAL-530-4723-H29-NPC01,87388,pino,106_944
530723.5,4722649.5,18.12,15.09,39,PNOA-2024-GAL-530-4723-H29-NPC01,87388,pino,106_944
530459.5,4722622.5,8.09,6.85,42,PNOA-2024-GAL-530-4723-H29-NPC01,87388,pino,106_944
530735.5,4722737.5,16.29,13.55,46,PNOA-2024-GAL-530-4723-H29-NPC01,87388,pino,106_944
530488.5,4722592.5,18.8,16.29,19,PNOA-2024-GAL-530-4723-H29-NPC01,87388,pino,106_944
530684.5,4722608.5,13.69,10.18,108,PNOA-2024-GAL-530-4723-H29-NPC01,87388,pino,106_944
530276.5,4722168.5,25.62,18.62,448,PNOA-2024-GAL-530-4723-H29-NPC01,87388,pino,106_944
530401.5,4722527.5,22.5,17.99,89,PNOA-2024-GAL-530-4723-H29-NPC01,87388,pino,106_944
530414.5,4722964.5,23.3,19.45,171,PNOA-2024-GAL-530-4723-H29-NPC01,87388,pino,106_944
530359.5,4722804.5,23.4,21.63,96,PNOA-2024-GAL-530-4723-H29-NPC01,87388,pino,106_944
530334.5,4722359.5,25.34,19.45,173,PNOA-2024-GAL-530-4723-H29-NPC01,87388,pino,106_944
530855.5,4723500.5,27.44,23.31,253,PNOA-2024-GAL-530-4724-H29-NPC01,86949,pino,106_944
530628.5,4723879.5,24.4,22.28,47,PNOA-2024-GAL-530-4724-H29-NPC01,87258,pino,106_944
530404.5,4723855.5,22.66,18.51,71,PNOA-2024-GAL-530-4724-H29-NPC01,87258,pino,106_944
530296.5,4723293.5,24.31,19.35,148,PNOA-2024-GAL-530-4724-H29-NPC01,87388,pino,106_944
530783.5,4723064.5,27.45,20.34,286,PNOA-2024-GAL-530-4724-H29-NPC01,87388,pino,106_944
530433.5,4723887.5,23.99,22.27,57,PNOA-2024-GAL-530-4724-H29-NPC01,87258,pino,106_944
530801.5,4723496.5,22.32,19.47,97,PNOA-2024-GAL-530-4724-H29-NPC01,86949,pino,106_944
530324.5,4723159.5,28.17,26.3,53,PNOA-2024-GAL-530-4724-H29-NPC01,87388,pino,106_944
530749.5,4723443.5,28.69,25.14,74,PNOA-2024-GAL-530-4724-H29-NPC01,86949,pino,106_944
530734.5,4723036.5,11.77,9.24,108,PNOA-2024-GAL-530-4724-H29-NPC01,87388,pino,106_944
530125.5,4723192.5,31.64,27.35,96,PNOA-2024-GAL-530-4724-H29-NPC01,87388,pino,106_944
530479.5,4723945.5,22.54,18.79,146,PNOA-2024-GAL-530-4724-H29-NPC01,87258,pino,106_944
530527.5,4723073.5,22.69,19.25,103,PNOA-2024-GAL-530-4724-H29-NPC01,87388,pino,106_944
530820.5,4723457.5,35.9,26.73,158,PNOA-2024-GAL-530-4724-H29-NPC01,86949,pino,106_944
530515.5,4723170.5,25.49,19.8,109,PNOA-2024-GAL-530-4724-H29-NPC01,87388,pino,106_944
530412.5,4723169.5,34.72,27.61,247,PNOA-2024-GAL-530-4724-H29-NPC01,87388,pino,106_944
530029.5,4724585.5,24.5,19.06,71,PNOA-2024-GAL-530-4725-H29-NPC01,90082,pino,106_944
530079.5,4724606.5,39.58,26.81,343,PNOA-2024-GAL-530-4725-H29-NPC01,90082,pino,106_944
